Time,Counts
1711148172.912263,2
1711148182.9225729,3
1711148192.9329362,2
1711148202.9432642,4
1711148212.9535825,3
1711148222.9639297,4
1711148232.9742517,1
1711148242.9845717,3
1711148252.9949167,3
1711148263.005262,4
1711148273.0156035,4
1711148283.0259573,2
