Time,Counts
1711147701.4561896,22
1711147711.4665241,23
1711147721.4768546,22
1711147731.4872556,15
1711147741.497588,19
1711147751.5078976,21
1711147761.5181758,29
1711147771.528407,27
1711147781.5387385,22
1711147791.5490046,34
1711147801.5593152,19
1711147811.569012,28
