Time,Counts
1711147412.3143597,9
1711147422.3246858,3
1711147432.3350518,13
1711147442.345315,6
1711147452.3556917,6
1711147462.3659968,7
1711147472.3762975,8
1711147482.3866787,3
1711147492.3970115,12
1711147502.407329,3
1711147512.4176354,7
1711147522.4279268,6
