Time,Counts
1711146429.348282,6
1711146439.358617,0
1711146449.3689497,3
1711146459.3792503,0
1711146469.389561,1
1711146479.3998926,3
1711146489.410232,5
1711146499.4205418,6
1711146509.430844,0
1711146519.4411542,6
1711146529.4514735,2
1711146539.4617906,6
