Time,Counts
1711145110.1688771,21
1711145120.1792798,28
1711145130.1896043,24
1711145140.1998944,23
1711145150.2102637,19
1711145160.2206392,24
1711145170.230867,28
1711145180.2411392,21
1711145190.251437,25
1711145200.2617562,23
1711145210.2720852,16
1711145220.28242,29
