Time,Counts
1711146597.076987,5
1711146607.0873091,2
1711146617.0976348,2
1711146627.1079285,4
1711146637.118259,7
1711146647.128602,5
1711146657.138925,8
1711146667.14923,8
1711146677.1595006,6
1711146687.1698318,7
1711146697.1801097,7
1711146707.1904266,4
