Time,Counts
1711145795.2529879,9
1711145805.2633445,11
1711145815.2736528,10
1711145825.2839322,10
1711145835.2942946,3
1711145845.304616,12
1711145855.3149428,11
1711145865.3169725,15
1711145875.3272998,10
1711145885.3376226,17
1711145895.3479369,13
1711145905.3569608,15
