Time,Counts
1711147253.6822612,3
1711147263.6925955,5
1711147273.702931,1
1711147283.7132602,9
1711147293.7234826,6
1711147303.7337644,10
1711147313.7440474,3
1711147323.7543747,3
1711147333.7647243,3
1711147343.775107,2
1711147353.7854335,7
1711147363.79301,5
