Time,Counts
1711148031.0851858,1
1711148041.095532,2
1711148051.1058102,3
1711148061.1161592,1
1711148071.1265085,2
1711148081.1368575,1
1711148091.147224,4
1711148101.15755,5
1711148111.1678832,4
1711148121.178199,1
1711148131.1885276,4
1711148141.198853,4
