Time,PM1,PM2.5,PM10,Temperature,Gas,Humidity,Pressure,Altitude
1708128264,3,5,6,24.00539063,245449,40.45031862,1008.616683,38.64714648
1708128265,3,5,6,24.00519531,245275,40.45626996,1008.631844,38.52044978
1708128266,3,5,6,24.00421875,247200,40.47408322,1008.626793,38.56266165
1708128267,4,5,7,24.00519531,245971,40.4502976,1008.623242,38.59233208
1708128268,4,5,7,24.00539063,245623,40.45629098,1008.618403,38.6327699
1708128269,4,5,7,24.00460938,245797,40.4562069,1008.625716,38.57165451
1708128270,4,5,6,24.00382813,247730,40.45612282,1008.626148,38.56804526
1708128271,4,5,6,24.00421875,245971,40.4322768,1008.628513,38.54828521
1708128272,4,5,6,24.00480469,247023,40.42636836,1008.63292,38.51145698
1708128273,3,5,6,24.00363281,246847,40.42624231,1008.622385,38.59948999
1708128274,3,5,6,24.00207031,248262,40.42010303,1008.621529,38.60664796
1708128275,3,5,6,24.00128906,248618,40.42001902,1008.615079,38.66054464
1708128276,4,5,6,24.00128906,247730,40.41404803,1008.62024,38.61741519
1708128277,3,4,5,24.00167969,248084,40.42006103,1008.619164,38.62640804
1708128278,3,4,5,24.00226563,247730,40.42609526,1008.61841,38.6327091
1708128279,3,4,5,24.00460938,246847,40.42634735,1008.617115,38.64353708
1708128280,4,5,6,24.00519531,246847,40.43835354,1008.609479,38.70734476
1708128281,4,5,6,24.00480469,248084,40.44428343,1008.610555,38.69835169
1708128282,3,5,6,24.00304688,248262,40.45006641,1008.617978,38.6363184
1708128283,2,4,5,24.00109375,247553,40.46180107,1008.616478,38.64885994
1708128284,2,4,5,24.00128906,248084,40.46182209,1008.615079,38.66054464
1708128285,3,4,6,24.00304688,248797,40.47993026,1008.621419,38.6075654
1708128286,3,4,6,24.00382813,249513,40.48598783,1008.614106,38.66868084
1708128287,3,4,6,24.00519531,249155,40.49210874,1008.628403,38.54920264
1708128288,3,5,6,24.00617188,249334,40.48026675,1008.623132,38.59324962
1708128289,3,5,6,24.00773438,250415,40.48640848,1008.617107,38.64359821
1708128290,3,5,6,24.00949219,249873,40.48062427,1008.609684,38.70563232
1708128291,3,5,6,24.01242188,251323,40.48093975,1008.614516,38.6652557
1708128292,3,5,6,24.01515625,249513,40.47526083,1008.613864,38.67070137
1708128294,4,6,7,24.01710938,250959,40.48144452,1008.611924,38.68691438
1708128295,4,5,6,24.02003906,251141,40.49370754,1008.616755,38.6465381
1708128296,4,5,6,24.02316406,250596,40.49404416,1008.616748,38.64660103
1708128297,4,5,6,24.02589844,251323,40.50628727,1008.610935,38.69517903
1708128298,4,5,6,24.03078125,250777,40.50083895,1008.612106,38.68539464
1708128299,4,5,6,24.03390625,250777,40.51909978,1008.608657,38.71421361
1708128300,4,5,6,24.03820313,250777,40.51956292,1008.617464,38.64061897
1708128301,4,5,6,24.04269531,251505,40.53797358,1008.611108,38.69372939
1708128302,4,5,6,24.04679688,251505,40.53841587,1008.61099,38.69471445
1708128303,4,5,6,24.05050781,250596,40.55076832,1008.61539,38.65795054
1708128304,4,5,6,24.05441406,249693,40.56314293,1008.613229,38.67600592
1708128305,4,5,6,24.05695313,251323,40.5813485,1008.610534,38.6985257
1708128306,4,5,6,24.06007813,250596,40.5876635,1008.610526,38.69859321
1708128307,4,5,7,24.06378906,251323,40.60002025,1008.608043,38.71934218
1708128308,4,5,7,24.0675,250959,40.60639942,1008.610722,38.69695774
1708128309,4,5,7,24.07082031,251871,40.60675801,1008.614477,38.66557871
1708128310,4,5,7,24.07394531,250596,40.60709553,1008.616189,38.65126954
1708128311,4,5,7,24.07707031,251141,40.61341184,1008.609299,38.70885171
1708128312,4,5,7,24.08019531,251141,40.61374942,1008.614452,38.6657867
1708128313,4,5,7,24.08429688,250959,40.61419251,1008.624657,38.58050749
1708128314,4,5,7,24.08742188,250054,40.62050925,1008.624649,38.58057762
