Energy,Loc23,Loc22,Loc20
367,0.5,0.969230769,1.395522388
368,1.023809524,1.5,1.798507463
369,1,1.5,2.291044776
370,1.96031746,0.5,1.059701493
371,0.873015873,0.5,1.462686567
372,0.5,2.576923077,1.843283582
373,0.5,1,2.328358209
374,1.531746032,0.5,1.395522388
375,1.682539683,0.5,1.395522388
376,0.5,0.669230769,0.5
377,1,2.030769231,1.701492537
378,0.698412698,0.815384615,0.947761194
379,0.611111111,1.315384615,2.037313433
380,0.579365079,0.5,1.044776119
381,0.761904762,0.5,0.947761194
382,1.793650794,0.823076923,2.291044776
383,1.5,0.5,1.186567164
384,0.5,0.5,0.947761194
385,0.5,0.5,1.395522388
386,0.626984127,0.530769231,1.843283582
387,1.063492063,1.753846154,0.5
388,1.507936508,1.176923077,1.843283582
389,1.857142857,0.807692308,1.395522388
390,0.507936508,0.576923077,1.395522388
391,1.333333333,1,0.947761194
392,0.5,0.5,2.425373134
393,1,1.5,0.947761194
394,0.5,2.661538462,0.947761194
395,1,1.5,1.679104478
396,1.349206349,1,0.5
397,0.880952381,1,0.947761194
398,1.80952381,1,0.5
399,1.69047619,1.615384615,1.164179104
400,1.158730159,1.5,1.843283582
401,1.373015873,1.123076923,0.947761194
402,1,0.5,1.395522388
403,1.341269841,0.5,1.395522388
404,1.5,1,2.119402985
405,1.388888889,0.5,0.947761194
406,0.849206349,0.6,1.843283582
407,0.5,1,1.119402985
408,0.968253968,1,1.126865672
409,0.5,0.5,0.947761194
410,1.698412698,1,1.843283582
411,0.5,0.738461538,0.5
412,0.555555556,0.753846154,0.947761194
413,1,0.553846154,0.947761194
414,1,1.5,1.634328358
415,1,0.5,0.947761194
416,1.222222222,0.5,0.5
417,0.5,0.5,0.947761194
418,0.944444444,0.930769231,0.537313433
419,0.968253968,1.5,0.947761194
420,1.817460317,0.5,0.947761194
421,1,1.5,0.5
422,0.722222222,1.5,0.5
423,1,1,0.947761194
424,0.5,1.684615385,0.5
425,1,1.5,1.843283582
426,0.968253968,1,1.843283582
427,1.452380952,1,0.5
428,0.5,0.5,0.947761194
429,1.30952381,0.5,2.291044776
430,0.682539683,0.876923077,0.947761194
431,1.761904762,1.069230769,0.664179104
432,1,1.746153846,0.947761194
433,1.095238095,0.5,0.947761194
434,0.5,0.746153846,1.395522388
435,1.5,0.5,1.843283582
436,0.5,0.992307692,1.395522388
437,0.658730159,0.5,1.052238806
438,0.5,1.469230769,0.947761194
439,1.111111111,1.461538462,0.5
440,0.5,1.430769231,1.395522388
441,1.238095238,0.930769231,1.395522388
442,0.5,1.376923077,1.395522388
443,1.5,0.5,0.5
444,0.579365079,1,1.291044776
445,0.5,1.6,0.5
446,0.888888889,0.5,0.947761194
447,1,1.5,1.395522388
448,0.5,0.5,0.947761194
449,0.5,1,0.5
450,0.5,1,1.014925373
451,1.722222222,1.5,1.395522388
452,0.5,0.5,0.5
453,0.571428571,0.5,0.947761194
454,1.357142857,0.5,0.962686567
455,0.968253968,1.5,0.5
456,1.380952381,1.169230769,1.388059701
457,0.5,1.5,0.5
458,1,0.5,0.947761194
459,0.5,1.023076923,0.5
460,0.5,0.607692308,0.947761194
461,0.5,0.769230769,0.947761194
462,0.968253968,0.5,1.395522388
463,1,0.5,0.5
464,1.5,0.5,0.5
465,0.619047619,1,0.947761194
466,1.293650794,0.5,0.947761194
467,1.420634921,0.5,0.5
468,0.801587302,1.023076923,0.5
469,0.880952381,0.969230769,0.947761194
470,1.484126984,1.169230769,2.425373134
471,0.833333333,0.507692308,0.5
472,0.5,0.5,1.395522388
473,1.007936508,0.5,1.701492537
474,0.777777778,0.5,0.5
475,0.5,0.5,0.947761194
476,0.833333333,0.715384615,0.947761194
477,1.404761905,0.5,0.947761194
478,0.5,1,0.5
479,0.857142857,1,0.947761194
480,0.5,1,0.529850746
481,1.007936508,0.5,0.947761194
482,0.857142857,1.884615385,0.597014925
483,1.134920635,1.753846154,1.395522388
484,0.5,0.5,0.947761194
485,0.5,0.923076923,1.843283582
486,0.5,1.107692308,1.395522388
487,1.119047619,0.853846154,0.5
488,2.388888889,0.5,0.5
489,0.5,1.453846154,0.5
490,0.666666667,1.538461538,1.395522388
491,0.96031746,0.5,0.5
492,0.5,0.5,0.5
493,1.055555556,1,0.5
494,1.547619048,0.507692308,1.440298507
495,0.5,1.053846154,1.395522388
496,1,0.5,1.395522388
497,1.5,0.5,0.5
498,1.277777778,0.5,0.5
499,0.5,1,1.395522388
500,0.5,0.5,0.947761194
501,0.96031746,1,0.5
502,0.880952381,0.6,1.395522388
503,0.5,1,1.843283582
504,0.547619048,0.5,0.589552239
505,0.5,0.569230769,1.074626866
506,1,0.5,0.5
507,1,0.807692308,0.5
508,0.555555556,1,0.947761194
509,0.53968254,1.146153846,1.126865672
510,1.071428571,0.5,0.574626866
511,0.555555556,0.5,2.291044776
512,0.5,0.5,0.5
513,1,0.961538462,0.5
514,0.904761905,0.930769231,0.947761194
515,1.5,0.5,0.947761194
516,0.626984127,0.5,0.5
517,0.841269841,0.5,0.947761194
518,0.5,1,0.947761194
519,1,0.5,0.5
520,0.5,0.5,0.947761194
521,0.888888889,0.676923077,0.5
522,0.5,1,0.507462687
523,0.5,0.5,0.5
524,1.206349206,0.5,0.5
525,0.5,0.5,0.947761194
526,0.5,0.5,0.611940299
527,0.5,0.846153846,0.5
528,0.5,0.5,0.5
529,0.5,0.5,0.5
530,0.69047619,0.607692308,0.5
531,0.5,0.730769231,0.5
532,1,0.892307692,0.947761194
533,0.801587302,0.5,0.5
534,0.5,0.5,0.5
535,0.5,0.5,0.947761194
536,0.5,0.5,0.947761194
537,1,1.5,0.5
538,0.5,0.5,0.5
539,0.5,0.507692308,0.5
540,0.5,0.5,0.910447761
541,0.777777778,0.5,0.947761194
542,0.80952381,0.5,0.947761194
543,1.650793651,0.5,1.186567164
544,0.793650794,1,0.985074627
545,0.571428571,1,0.947761194
546,0.5,0.5,0.865671642
547,1,1.438461538,1.544776119
548,1.238095238,0.5,0.947761194
549,0.904761905,0.5,0.5
550,0.5,0.5,0.5
551,0.619047619,0.815384615,0.947761194
552,0.5,1.238461538,0.5
553,1.5,0.5,1.395522388
554,0.5,0.5,0.5
555,0.5,0.5,0.947761194
556,1,0.730769231,0.5
557,1.063492063,0.5,0.5
558,1,0.838461538,0.694029851
559,0.515873016,0.5,0.947761194
560,1,0.5,0.947761194
561,0.5,1,0.947761194
562,1.341269841,0.5,1.395522388
563,0.5,0.5,1.194029851
564,1,0.5,0.5
565,0.777777778,0.5,0.5
566,0.5,0.5,0.947761194
567,1,1.5,1.492537313
568,1,1.469230769,0.5
569,0.5,1,0.5
570,1,0.5,0.5
571,2.563492063,1.053846154,1.395522388
572,1,0.5,1.440298507
573,1,0.5,1.395522388
574,1,0.5,0.641791045
575,1,1.161538462,0.5
576,0.579365079,0.5,0.5
577,1.30952381,0.538461538,0.947761194
578,0.5,1.184615385,2.574626866
579,2.166666667,1.984615385,1.559701493
580,1.388888889,1.5,1.395522388
581,1.484126984,0.915384615,0.947761194
582,1.69047619,1.376923077,0.537313433
583,1.825396825,1.5,0.71641791
584,1.468253968,1,1.395522388
585,0.793650794,0.5,1.395522388
586,0.5,1.415384615,1.194029851
587,1.23015873,1.015384615,0.5
588,1,1,1.597014925
589,1,1,1.395522388
590,1.182539683,1.576923077,0.873134328
591,1.301587302,0.5,0.5
592,0.611111111,0.530769231,2.291044776
593,0.746031746,1,1.843283582
594,1.428571429,0.5,1.014925373
595,0.5,0.5,0.5
596,1.055555556,0.5,0.947761194
597,0.515873016,1,1.395522388
598,0.5,0.5,1.843283582
599,0.904761905,1.346153846,1.843283582
600,0.5,0.953846154,1.731343284
601,0.5,1,0.947761194
602,0.5,0.5,0.5
603,0.626984127,1,0.947761194
604,0.658730159,0.5,1.395522388
605,0.5,0.615384615,0.947761194
606,1,0.5,0.5
607,1,0.5,0.947761194
608,0.5,0.5,0.5
609,0.5,0.5,0.5
610,0.5,1.2,0.5
611,0.5,0.5,0.5
612,0.5,0.5,0.5
613,0.5,0.5,0.947761194
614,0.5,0.5,0.5
615,0.5,0.5,0.5
616,0.5,0.715384615,0.5
617,0.5,0.5,0.5
618,0.5,0.5,0.5
619,0.5,0.776923077,0.5
620,0.5,0.5,0.5
621,0.849206349,0.5,0.947761194
622,0.857142857,1.269230769,0.5
623,0.5,0.5,0.947761194
624,0.5,1,0.5
625,0.5,0.5,0.5
626,1,0.5,0.5
627,0.5,0.5,0.5
628,0.626984127,0.5,1.194029851
629,1,0.5,0.5
630,0.5,0.5,0.947761194
631,0.5,0.5,0.634328358
632,0.5,1,0.5
633,0.5,0.5,0.5
634,0.5,0.5,0.947761194
635,0.5,0.5,0.947761194
636,0.5,0.5,0.5
637,0.984126984,1,0.5
638,0.5,0.5,0.5
639,0.5,0.5,0.5
640,0.5,0.5,1
641,0.5,0.5,0.5
642,0.5,0.5,0.5
643,0.5,0.5,0.5
644,0.5,0.5,0.5
645,0.5,1,0.5
646,0.5,0.5,0.5
647,0.682539683,0.5,0.5
648,0.5,0.7,0.5
649,0.5,0.5,0.947761194
650,0.5,0.5,0.947761194
651,1.023809524,0.5,0.947761194
652,0.5,0.5,0.5
653,0.5,0.5,0.947761194
654,0.5,0.5,0.5
655,0.5,0.5,0.5
656,0.5,0.753846154,0.947761194
657,0.5,1,0.5
658,0.5,0.646153846,0.947761194
659,0.5,0.5,0.5
660,0.5,0.5,0.5
661,0.5,0.5,0.5
662,0.5,0.5,0.5
663,0.96031746,0.5,0.5
664,0.5,0.5,0.5
665,0.5,0.5,0.5
666,0.5,0.5,0.5
667,0.5,0.5,0.5
668,0.5,0.961538462,0.5
669,0.5,0.5,0.5
670,0.650793651,0.5,0.5
671,0.912698413,0.5,0.5
672,1,0.5,0.5
673,0.5,0.592307692,0.5
674,0.5,0.5,0.5
675,1,0.5,0.5
676,0.5,0.5,0.5
677,0.5,0.5,0.5
678,0.944444444,1,0.5
679,0.5,0.5,0.947761194
680,0.5,0.5,0.5
681,1,0.923076923,0.5
682,0.5,0.5,0.5
683,0.5,0.5,0.5
684,0.96031746,1.5,0.78358209
685,0.5,1,0.5
686,0.5,0.607692308,0.5
687,0.5,0.5,1.082089552
688,0.5,0.5,0.947761194
689,0.5,0.5,1.395522388
690,0.5,0.5,0.5
691,0.5,0.5,0.5
692,0.5,0.5,0.5
693,0.5,0.5,0.5
694,0.5,0.5,0.5
695,0.5,0.5,0.947761194
696,0.5,0.776923077,0.5
697,1,0.5,0.5
698,0.5,0.5,0.5
699,1,1,0.5
700,1,1.315384615,0.947761194
701,0.5,0.5,0.5
702,0.5,0.5,0.5
703,0.5,0.5,0.5
704,0.5,0.5,0.694029851
705,0.5,0.5,0.5
706,0.5,0.5,0.5
707,0.5,0.5,0.5
708,0.5,0.5,0.5
709,0.5,0.5,0.5
710,1,0.5,0.5
711,0.5,0.5,0.5
712,0.722222222,0.5,0.5
713,1,0.5,0.5
714,0.5,0.5,0.5
715,0.952380952,1,0.5
716,0.5,0.5,1.335820896
717,1,1,0.5
718,0.5,0.5,0.5
719,0.5,1,0.5
720,0.5,0.5,0.5
721,0.5,0.5,0.5
722,0.5,0.5,0.5
723,0.5,0.5,0.947761194
724,0.5,0.5,0.5
725,0.96031746,0.5,0.5
726,0.5,0.5,0.5
727,0.5,0.5,0.5
728,0.5,0.5,0.5
729,0.5,0.5,1.395522388
730,1,0.5,0.5
731,0.5,0.5,0.5
732,0.5,0.5,0.5
733,0.5,0.5,0.5
734,0.634920635,0.5,0.5
735,1.047619048,0.5,0.5
736,0.5,0.5,0.5
737,0.5,0.5,0.5
738,0.5,0.5,0.5
739,0.5,0.5,0.5
740,0.5,0.5,0.5
741,0.5,0.5,0.5
742,0.5,0.5,0.5
743,0.5,0.507692308,0.5
744,0.5,0.5,0.5
745,0.5,0.5,0.947761194
746,0.5,0.5,0.5
747,0.706349206,1,0.5
748,0.5,0.5,0.5
749,0.5,0.5,0.5
750,0.880952381,0.7,0.5
751,0.5,0.5,0.947761194
752,0.5,0.5,0.5
753,0.5,0.5,0.679104478
754,0.5,1,0.5
755,0.5,0.5,0.5
756,0.5,0.5,0.5
757,0.5,0.5,0.5
758,0.873015873,0.5,0.5
759,0.5,0.5,1.395522388
760,0.5,0.5,0.5
761,1.380952381,0.5,0.5
762,0.5,0.5,0.5
763,0.5,0.992307692,0.5
764,0.5,0.5,0.5
765,0.5,0.5,0.5
766,0.5,0.5,0.5
767,1.5,0.553846154,0.5
768,0.5,0.5,0.567164179
769,0.5,0.5,0.5
770,0.5,0.5,0.5
771,0.5,0.5,0.5
772,0.5,0.792307692,0.5
773,0.5,0.5,0.5
774,0.888888889,1,0.5
775,0.5,0.5,0.5
776,0.53968254,0.5,1.395522388
777,0.5,0.5,0.5
778,0.5,0.5,0.5
779,0.5,0.5,0.5
780,0.5,0.5,0.5
781,0.5,0.5,0.5
782,0.5,0.5,0.5
783,0.5,0.5,0.5
784,1,0.5,0.5
785,0.5,0.5,0.5
786,0.5,0.5,0.5
787,0.5,0.5,0.5
788,0.5,0.5,0.5
789,0.5,0.738461538,0.5
790,0.5,0.5,0.5
791,0.5,0.5,0.5
792,0.5,0.5,0.5
793,0.5,0.984615385,0.5
794,0.5,0.5,0.5
795,0.5,0.5,0.5
796,0.5,0.5,0.5
797,0.857142857,0.5,0.5
798,0.5,0.5,0.5
799,0.5,1,0.947761194
800,0.5,0.5,0.5
801,0.761904762,0.5,0.5
802,0.5,0.5,0.5
803,0.5,0.5,0.5
804,0.5,0.5,0.5
805,0.761904762,0.5,0.5
806,0.5,0.5,0.947761194
807,0.5,0.5,0.5
808,0.5,0.5,0.5
809,0.5,0.5,0.5
810,0.5,0.5,0.5
811,0.5,0.5,0.5
812,1,0.5,0.5
813,0.5,0.5,0.5
814,0.5,0.5,0.5
815,0.5,0.5,0.5
816,0.5,0.5,0.5
817,0.5,0.5,0.5
818,0.5,0.5,0.947761194
819,0.5,0.5,0.5
